ReaderGroup,Reader
Work Study- Female,213 Kel BF
Work Study- Female,214 Kel BB
Work Study- Female,215 Kel CF
Work Study- Female,216 Kel CB
Work Study- Female,217 KelCFG
Work Study- Female,222 Mel AF
Work Study- Female,223 Mel AB
Work Study- Female,224 MelAFG
Work Study- Female,225 Mel BF
Work Study- Female,226 Mel BB
Work Study- Female,227 Mel CF
Work Study- Female,228 Mel CB
Work Study- Female,518MV1Lob
Work Study- Female,519MV1RI
Work Study- Female,522 MV2RS
Work Study- Female,523 MV2Lob
Work Study- Female,526 MV4Lob
Work Study- Female,527 MV4RS
Work Study- Female,546W1ASt
Work Study- Female,547W2ACent
Work Study- Female,548W2AESt
Work Study- Female,549W3ACent
Work Study- Female,550W3AESt
Work Study- Female,553W1BESt
Work Study- Female,554W1BLob
Work Study- Female,555W2BESt
Work Study- Female,556W2BCent
Work Study- Female,559W4BSt
Work Study- Female,560W4BCent
Work Study- Female,570 Sm AF
Work Study- Female,571 Sm AF
Work Study- Female,572 Sm AB
Work Study- Female,573 Sm BF
Work Study- Female,574SmBGHan
Work Study- Female,575 Sm BB
Work Study- Female,576 Sm CF
Work Study- Female,577 Sm CF
Work Study- Female,578 Sm CB
Work Study- Female,579SmCLaun
Work Study- Female,622 Sol 2R
Work Study- Female,623So2Tunn
Work Study- Female,624So2BLSt
Work Study- Female,625So3Tunn
Work Study- Female,626So3RSt
Work Study- Female,627So3LSt
Work Study- Female,712 BitGLH
Work Study- Female,713 BitGRI
Work Study- Female,721 Bit 2L
Work Study- Female,722 Bit 2L
Work Study- Female,723 Bit 2R
Work Study- Male,130 NaG AE
Work Study- Male,131 Na1 EB
Work Study- Male,132 Na1Lob
Work Study- Male,160 HesGER
Work Study- Male,161 HesGEL
Work Study- Male,162HsGETun
Work Study- Male,175 GrGBS
Work Study- Male,180Gr1Lob2
Work Study- Male,190Gr1Lob1
Work Study- Male,191 MilGER
Work Study- Male,511 MVGE
Work Study- Male,512 MVGES
Work Study- Male,520MV1ER
Work Study- Male,540 WGBack
Work Study- Male,541W1BESt
Work Study- Male,543WLobM
Work Study- Male,544W1ASt
Work Study- Male,610SoGFRE
Work Study- Male,710 Bit GL
Work Study- Male,711 Bit GL
Work Study- Male,714 Bit GR
Work Study- Male,720 Bit1
Work Study- Male,129 Na1AL
Work Study- Male,134 NaGACS
Work Study- Male,135 Na1ASt
Work Study- Male,136 Na1CSA
Work Study- Male,141 NaGBCS
Work Study- Male,142 NaGBSt
Work Study- Male,145 Na2BSt
Work Study- Male,146 Na2BCS
Work Study- Male,149 NaGAI
Work Study- Male,164 HesGIL
Work Study- Male,170 Hs3Lob
Work Study- Male,171 Hs3IL
Work Study- Male,172 GrElev
Work Study- Male,173GLElev
Work Study- Male,174 HesGI
Work Study- Male,176 GrGER
Work Study- Male,179 Gr1EF
Work Study- Male,185 Gr3Lob
Work Study- Male,186 Gr3BS
Work Study- Male,192 Mil1BS
Work Study- Male,193Mil1Lob
Work Study- Male,196 Mil3BS
Work Study- Male,198Mil3Lob
Work Study- Male,199GrRElev
Work Study- Male,201 Fry AF
Work Study- Male,202 Fry AB
Work Study- Male,203 FryAFG
Work Study- Male,204 Fry BF
Work Study- Male,205 Fry BB
Work Study- Male,206 Fry CF
Work Study- Male,207 Fry CB
Work Study- Male,208 Fry DF
Work Study- Male,209 Fry DB
Work Study- Male,211 KelAF
Work Study- Male,212 KelAB
Work Study- Male,213 Kel BF
Work Study- Male,214 Kel BB
Work Study- Male,215 Kel CF
Work Study- Male,216 Kel CB
Work Study- Male,217 KelCFG
Work Study- Male,222 Mel AF
Work Study- Male,223 Mel AB
Work Study- Male,224 MelAFG
Work Study- Male,225 Mel BF
Work Study- Male,226 Mel BB
Work Study- Male,227 Mel CF
Work Study- Male,228 Mel CB
Work Study- Male,513 MVGLob
Work Study- Male,514 MVGIS
Work Study- Male,516MVGDeck
Work Study- Male,517MVGPat
Work Study- Male,521MV1MLob
Work Study- Male,524 MV3RS
Work Study- Male,525 MV3Lob
Work Study- Male,551W4ACent
Work Study- Male,552W4AESt
Work Study- Male,557W3BESt
Work Study- Male,558W3BCent
Work Study- Male,561W1ALob
Work Study- Male,570 Sm AF
Work Study- Male,571 Sm AF
Work Study- Male,572 Sm AB
Work Study- Male,573 Sm BF
Work Study- Male,574SmBGHan
Work Study- Male,575 Sm BB
Work Study- Male,576 Sm CF
Work Study- Male,577 Sm CF
Work Study- Male,578 Sm CB
Work Study- Male,579SmCLaun
Work Study- Male,611SoGRI
Work Study- Male,612SoGIL
Work Study- Male,613SoGEL
Work Study- Male,614SoGIRSt
Work Study- Male,615SoGRSt
Work Study- Male,617So1Tunn
Work Study- Male,618So1RRSt
Work Study- Male,619So1LSt
Work Study- Male,620So1LobM
Work Study- Male,621So1LobI
Work Study- Male,716 Bit L
Work Study- Male,717 Bit 1L
Work Study- Male,718 Bit R
Work Study- Male,719 Bit 1
Work Study- Male,724 Bit 3L
Work Study- Male,725 Bit 3L
Work Study- Male,726 Bit 3R
Work Study- Summer- AWC,150AWCLob
Work Study- Summer- AWC,151AWCRear
Work Study- Summer Residence,129 Na1AL
Work Study- Summer Residence,130 NaG AE
Work Study- Summer Residence,131 Na1 EB
Work Study- Summer Residence,132 Na1Lob
Work Study- Summer Residence,134 NaGACS
Work Study- Summer Residence,135 Na1ASt
Work Study- Summer Residence,136 Na1CSA
Work Study- Summer Residence,137 Na2ASt
Work Study- Summer Residence,138 Na2ACS
Work Study- Summer Residence,139 Na3ASt
Work Study- Summer Residence,140 Na3ACS
Work Study- Summer Residence,141 NaGBCS
Work Study- Summer Residence,142 NaGBSt
Work Study- Summer Residence,143 Na1BCS
Work Study- Summer Residence,144 Na1BSt
Work Study- Summer Residence,145 Na2BSt
Work Study- Summer Residence,146 Na2BCS
Work Study- Summer Residence,147 NA3BSt
Work Study- Summer Residence,148 Na3BCS
Work Study- Summer Residence,149 NaGAI
Work Study- Summer Residence,160 HesGER
Work Study- Summer Residence,161 HesGEL
Work Study- Summer Residence,162HsGETun
Work Study- Summer Residence,164 HesGIL
Work Study- Summer Residence,165 Hs1Lob
Work Study- Summer Residence,166 Hes1IR
Work Study- Summer Residence,167 Hes1IL
Work Study- Summer Residence,168 Hs2Lob
Work Study- Summer Residence,169 Hes1IL
Work Study- Summer Residence,170 Hs3Lob
Work Study- Summer Residence,171 Hs3IL
Work Study- Summer Residence,172 GrElev
Work Study- Summer Residence,173GLElev
Work Study- Summer Residence,174 HesGI
Work Study- Summer Residence,175 GrGBS
Work Study- Summer Residence,176 GrGER
Work Study- Summer Residence,177 GrGR
Work Study- Summer Residence,178 GrGI
Work Study- Summer Residence,179 Gr1EF
Work Study- Summer Residence,180Gr1Lob2
Work Study- Summer Residence,181 Gr1Lob
Work Study- Summer Residence,182 Gr1BS
Work Study- Summer Residence,183 Gr2Lob
Work Study- Summer Residence,184 Gr2BS
Work Study- Summer Residence,185 Gr3Lob
Work Study- Summer Residence,186 Gr3BS
Work Study- Summer Residence,188MilGBS
Work Study- Summer Residence,189MilGLob
Work Study- Summer Residence,190Gr1Lob1
Work Study- Summer Residence,191 MilGER
Work Study- Summer Residence,192 Mil1BS
Work Study- Summer Residence,193Mil1Lob
Work Study- Summer Residence,194 Mil2BS
Work Study- Summer Residence,195Mil2Lob
Work Study- Summer Residence,196 Mil3BS
Work Study- Summer Residence,198Mil3Lob
Work Study- Summer Residence,199GrRElev
Work Study- Summer Residence,201 Fry AF
Work Study- Summer Residence,202 Fry AB
Work Study- Summer Residence,203 FryAFG
Work Study- Summer Residence,204 Fry BF
Work Study- Summer Residence,205 Fry BB
Work Study- Summer Residence,206 Fry CF
Work Study- Summer Residence,207 Fry CB
Work Study- Summer Residence,208 Fry DF
Work Study- Summer Residence,209 Fry DB
Work Study- Summer Residence,211 KelAF
Work Study- Summer Residence,212 KelAB
Work Study- Summer Residence,213 Kel BF
Work Study- Summer Residence,214 Kel BB
Work Study- Summer Residence,215 Kel CF
Work Study- Summer Residence,216 Kel CB
Work Study- Summer Residence,217 KelCFG
Work Study- Summer Residence,222 Mel AF
Work Study- Summer Residence,223 Mel AB
Work Study- Summer Residence,224 MelAFG
Work Study- Summer Residence,225 Mel BF
Work Study- Summer Residence,226 Mel BB
Work Study- Summer Residence,227 Mel CF
Work Study- Summer Residence,228 Mel CB
Work Study- Summer Residence,510 MVB
Work Study- Summer Residence,511 MVGE
Work Study- Summer Residence,512 MVGES
Work Study- Summer Residence,513 MVGLob
Work Study- Summer Residence,514 MVGIS
Work Study- Summer Residence,516MVGDeck
Work Study- Summer Residence,517MVGPat
Work Study- Summer Residence,518MV1Lob
Work Study- Summer Residence,519MV1RI
Work Study- Summer Residence,520MV1ER
Work Study- Summer Residence,521MV1MLob
Work Study- Summer Residence,522 MV2RS
Work Study- Summer Residence,523 MV2Lob
Work Study- Summer Residence,524 MV3RS
Work Study- Summer Residence,525 MV3Lob
Work Study- Summer Residence,526 MV4Lob
Work Study- Summer Residence,527 MV4RS
Work Study- Summer Residence,540 WGBack
Work Study- Summer Residence,541W1BESt
Work Study- Summer Residence,543WLobM
Work Study- Summer Residence,544W1ASt
Work Study- Summer Residence,546W1ASt
Work Study- Summer Residence,547W2ACent
Work Study- Summer Residence,548W2AESt
Work Study- Summer Residence,549W3ACent
Work Study- Summer Residence,550W3AESt
Work Study- Summer Residence,551W4ACent
Work Study- Summer Residence,552W4AESt
Work Study- Summer Residence,553W1BESt
Work Study- Summer Residence,554W1BLob
Work Study- Summer Residence,555W2BESt
Work Study- Summer Residence,556W2BCent
Work Study- Summer Residence,557W3BESt
Work Study- Summer Residence,558W3BCent
Work Study- Summer Residence,559W4BSt
Work Study- Summer Residence,560W4BCent
Work Study- Summer Residence,561W1ALob
Work Study- Summer Residence,570 Sm AF
Work Study- Summer Residence,571 Sm AF
Work Study- Summer Residence,572 Sm AB
Work Study- Summer Residence,573 Sm BF
Work Study- Summer Residence,574SmBGHan
Work Study- Summer Residence,575 Sm BB
Work Study- Summer Residence,576 Sm CF
Work Study- Summer Residence,577 Sm CF
Work Study- Summer Residence,578 Sm CB
Work Study- Summer Residence,579SmCLaun
Work Study- Summer Residence,610SoGFRE
Work Study- Summer Residence,611SoGRI
Work Study- Summer Residence,612SoGIL
Work Study- Summer Residence,613SoGEL
Work Study- Summer Residence,614SoGIRSt
Work Study- Summer Residence,615SoGRSt
Work Study- Summer Residence,617So1Tunn
Work Study- Summer Residence,618So1RRSt
Work Study- Summer Residence,619So1LSt
Work Study- Summer Residence,620So1LobM
Work Study- Summer Residence,621So1LobI
Work Study- Summer Residence,622 Sol 2R
Work Study- Summer Residence,623So2Tunn
Work Study- Summer Residence,624So2BLSt
Work Study- Summer Residence,625So3Tunn
Work Study- Summer Residence,626So3RSt
Work Study- Summer Residence,627So3LSt
Work Study- Summer Residence,710 Bit GL
Work Study- Summer Residence,711 Bit GL
Work Study- Summer Residence,712 BitGLH
Work Study- Summer Residence,713 BitGRI
Work Study- Summer Residence,714 Bit GR
Work Study- Summer Residence,716 Bit L
Work Study- Summer Residence,717 Bit 1L
Work Study- Summer Residence,718 Bit R
Work Study- Summer Residence,719 Bit 1
Work Study- Summer Residence,720 Bit1
Work Study- Summer Residence,721 Bit 2L
Work Study- Summer Residence,722 Bit 2L
Work Study- Summer Residence,723 Bit 2R
Work Study- Summer Residence,724 Bit 3L
Work Study- Summer Residence,725 Bit 3L
Work Study- Summer Residence,726 Bit 3R
